,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
"120-1",8.215650382226158e-18,0.0092625075037292733,0.4076091169790732,0.4176011547522604,0.61275209022098576,0.64972288502133801,1.0508954817467497e-17,0.06831755427339041,1.013188647022782,1.1300588452800007,1.5497162946403331,1.6410036246171738,0,0,-0.14050696918589273,-0.084427876474636704,-0.059950527485069127,0.013155512562877338,-0.15255789287863236,-0.09048762066978927,-0.42354895766629225,-0.16260968069499696,-0.49089189025186414,-0.056409009104358469
"121-1",1.1712852909795401e-17,0.0092625075037292785,0.36868881869248304,0.38844662298639998,0.62473057766977891,0.661969548179423,1.3322676295501878e-17,0.06831755427339041,0.90677528466016877,1.0575327680071764,1.5680757111615442,1.6613005207638538,0,0,-0.13103751770954392,-0.063002765680100895,-0.045369910024599225,0.027469337172130303,-0.15255789287863236,-0.09048762066978927,-0.46010420185774592,-0.18195568744925755,-0.48049991876967413,-0.047758049839395092
"122-1",1.326716514427062e-17,0.0092625075037292733,0.4014333190829445,0.41895039639362902,0.63518378587289503,0.6720363200497208,1.1435297153639112e-17,0.068317554273390424,0.87017210464859596,1.0420799004537515,1.5874875670823181,1.6816321252041952,0,0,-0.10357563138305309,-0.033092123645815583,-0.033396740409530334,0.038628789625181813,-0.15255789287863236,-0.09048762066978927,-0.44632687511712982,-0.16588880936070383,-0.47244323589218873,-0.041141812447563743
"123-1",0.0061597143251607986,0.013398497834638048,0.39007465357999677,0.41347930247905318,0.64376891290691907,0.68193174514215449,0.045432256605278436,0.098823412842715466,0.86292194118744381,1.0471039558487345,1.6073246660627811,1.7011552132094254,-0.058413554623631299,-0.03922225680669876,-0.079070071111590201,-0.0079403258121989138,-0.023817784110431707,0.043581599882809255,-0.15255789287863236,-0.090487620669789159,-0.4322737759454825,-0.15212669085135649,-0.4648777072873469,-0.036317884985409825
"124-1",0.0084549189392265616,0.014586611592761606,0.41570724822205907,0.42958716313605722,0.63985268728612943,0.69045775624088912,0.062361016525509634,0.10758659345238153,0.90964697366909486,1.0767059640959546,1.6258230253224171,1.7046978286546097,-0.080179346512468969,-0.050489329311303906,-0.041240795177048636,0.0023443142374332741,-0.015460955701674509,0.032880250304379029,-0.15255789287863236,-0.090487620669789229,-0.41165290937054555,-0.1437935195221724,-0.46403275833106988,-0.042565537554815958
"125-1",1.7319479184152442e-17,0.0092625075037292628,0.43419532290828255,0.4497223608010345,0.63134302658355546,0.69677600814063667,1.4488410471358293e-17,0.06831755427339041,0.96593643573553489,1.1042222764119498,1.63651152387957,1.7004374649962193,0,0,-0.011306490332912127,0.0014990054686326059,-0.011392865192552341,0.01601069182096573,-0.15255789287863236,-0.09048762066978934,-0.39658471011195229,-0.14224286766055255,-0.46777821939475234,-0.052434047101796312
"126-1",6.2450045135165057e-18,0.0092625075037292767,0.43438825689554628,0.45236295867079257,0.62729216640368135,0.70051141934074357,-3.6436131889416859e-17,0.06831755427339041,0.96763312249642142,1.1064927874719186,1.6441952744684105,1.6998738557918922,0,0,-0.001930054164892458,5.9329154470144264e-05,-0.0073925486441843201,0.0078646356757412147,-0.15255789287863236,-0.090487620669789312,-0.39311262587851104,-0.1420032848550552,-0.46581079814634813,-0.056025197735959556
"127-1",8.8817841970012525e-18,0.0092625075037292785,0.43438671438271015,0.45227764884408217,0,0,-2.0261570199409106e-17,0.06831755427339041,0.96735136065561567,1.1063379672889211,0,0,0,0,-0.00195884734658104,0.00026480882713351061,0,0,-0.15255789287863236,-0.09048762066978927,-0.39321983000019717,-0.14199638960877256,0,0
"128-1",3.1641356201816963e-18,0.009262507503729275,0.43444610342920509,0.45252342397273698,0,0,-2.3758772726978349e-17,0.06831755427339041,0.96732788455573593,1.1065428344780983,0,0,0,0,-0.00099439389734253675,0.00012561854652973269,0,0,-0.15255789287863236,-0.090487620669789298,-0.39291751001892017,-0.14195954580993694,0,0
"129-1",9.5479180117763455e-18,0.0092625075037292802,0.43445096206910871,0.45253571186414732,0,0,-3.291811268013589e-17,0.068317554273390382,0.96747457845101237,1.1065927994098426,0,0,0,0,-0.0011138334469322931,9.9145881929363049e-05,0,0,-0.15255789287863236,-0.090487620669789298,-0.39290187048000763,-0.14195157233638711,0,0
"130-1",1.2434497875801754e-17,0.0092625075037292698,0.43441848038451902,0.45249638276388371,0,0,-2.653433028854124e-17,0.068317554273390368,0.96773200054773123,1.1067036141068221,0,0,0,0,-0.0015205018768963089,-0.00010297550480200565,0,0,-0.15255789287863236,-0.090487620669789257,-0.39293679183041635,-0.14197831931390004,0,0
"131-1",7.3274719625260335e-18,0.0092625075037292802,0,0,0,0,-1.9428902930940238e-17,0.068317554273390396,0,0,0,0,0,0,0,0,0,0,-0.15255789287863236,-0.090487620669789326,0,0,0,0
"132-1",7.0776717819853731e-18,0.0092625075037292802,0,0,0,0,-2.1538326677728038e-17,0.06831755427339041,0,0,0,0,0,0,0,0,0,0,-0.15255789287863236,-0.090487620669789381,0,0,0,0
"133-1",1.2712053631958043e-17,0.0092625075037292733,0,0,0,0,7.7160500211448386e-18,0.06831755427339041,0,0,0,0,0,0,0,0,0,0,-0.15255789287863236,-0.090487620669789298,0,0,0,0
"134-1",1.099120794378905e-17,0.009262507503729275,0,0,0,0,-5.5511151231257828e-19,0.06831755427339041,0,0,0,0,0,0,0,0,0,0,-0.15255789287863236,-0.09048762066978927,0,0,0,0
"135-1",1.1018963519404679e-17,0.0092625075037292733,0,0,0,0,1.1435297153639112e-17,0.06831755427339041,0,0,0,0,0,0,0,0,0,0,-0.15255789287863236,-0.090487620669789284,0,0,0,0
