,GDPDEF,INFL,UNRATE,UNRATENSA,FEDFUNDS,DFEDFUNDS,LONGRATE,LR7Y,LR5Y,LR3Y,LR2Y,LR1Y,DM2SL,DM2MSL,DMZMSL,DM1SL,BAA10Y,EBP,DMBSL,EXCSR,DSHO,DDIV_M1,DDIV_M2,DDIV_M2M,DDIV_MZM,DDIV_M4,YGAP,SPD,DINFL,DLONGRATE,rinfl,rygap,rr,rr1,PGR
2016-2,105.636,2.815748977,4.867,4.767,0.373333333,0.013,1.753333333,1.535,1.24046875,0.91609375,0.77125,0.56625,7.016465449,7.733044284,7.809799959,12.76570166,2.91,0.154636866,0.057539007,3.18158,-0.555001072,13.2866781,7.105412448,7.807377158,7.873626351,5.807613659,-2.33092847,1.38015625,3.086,-0.167,2.864747123,-0.169123558,-0.121747123,-1.050679022,1.76749
2016-3,105.929,1.10793444,4.9,4.967,0.396666667,0.024,1.563333333,1.396875,1.12859375,0.8496875,0.728125,0.559375,6.479062731,7.133236292,6.488463362,8.370507038,2.6925,-0.056353029,-8.177078646,3.09773,-0.478377168,10.17049286,6.588676397,7.221927216,6.592791178,4.616244764,-2.170039754,1.1690625,-1.256,-0.19,-0.925639435,-0.230703495,2.412639435,-0.923705191,1.73889
2016-4,106.487,2.101541441,4.7,4.533,0.45,0.053,2.13,1.935409836,1.614754098,1.238688525,1.009508197,0.755737705,6.260343188,6.965573492,4.320432588,5.730532663,2.501639344,-0.379413018,-22.2243961,2.97785,-0.663616667,5.320863709,6.272997087,6.9465112,4.42391217,3.565850068,-2.106614267,1.6895082,0.572,0.567,0.665998002,-0.269172009,1.393001998,-0.857842652,1.72339
2017-1,107.025,2.015816024,4.667,4.867,0.7,0.25,2.443333333,2.255483871,1.947903226,1.516451613,1.244354839,0.892580645,5.376203262,5.716989204,4.044853837,8.243646328,2.215806452,-0.20137641,18.03157358,3.01374,0.722584992,8.708654243,5.42546268,5.735157194,4.195342415,2.913959109,-2.067958868,1.74274194,0.016,0.313,0.208451297,-0.254158623,1.866548703,-0.837070108,1.72537
2017-2,107.369,1.283619113,4.333,4.233,0.95,0.25,2.263333333,2.072539683,1.811111111,1.472063492,1.297619048,1.125714286,5.101707232,4.910227252,4.852063019,9.887428694,2.231904762,-0.156663969,6.4717065,2.96295,1.39442802,11.33254979,5.178530521,4.983380449,4.909775803,5.485741884,-1.940553735,1.30746032,-0.939,-0.18,-0.765125473,0.052013578,1.901125473,-0.816607872,1.71277
2017-3,107.903,1.984470234,4.3,4.4,1.153333333,0.203,2.243333333,2.062539683,1.813492063,1.51015873,1.362698413,1.243492063,4.532459649,3.974381002,4.42097827,7.863217292,2.091746032,-0.17809894,5.937341256,2.94142,-0.356795577,8.97074794,4.596673835,4.072167555,4.366241189,5.248334602,-1.666951275,1.08587302,0.782,-0.02,0.740414012,0.0296752,1.177585988,-0.516547437,1.75179
2017-4,108.67,2.83323667,4.1,3.9,1.203333333,0.05,2.37,2.248064516,2.069193548,1.812903226,1.694354839,1.550322581,4.235616238,3.6936881,4.588235971,5.325964437,1.898360656,-0.205532484,0.09029453,2.9289,-0.721117866,5.478016619,4.281099156,3.773707358,4.394296702,5.931291469,-1.184867954,1.16967742,0.763,0.127,0.827753751,-0.084960102,1.853246249,-0.267409185,1.78779
2018-1,109.261,2.169499332,4.1,4.333,1.446666667,0.244,2.76,2.683934426,2.534918033,2.306721311,2.160491803,1.942459016,2.496026882,2.050378519,2.581499255,3.033823516,1.70852459,-0.282080486,-2.466087818,2.88148,-3.089798467,2.293709989,2.421190643,1.950716772,2.292171029,2.991012494,-0.883202825,1.3142623,-0.675,0.39,-0.484895254,-0.11789739,2.490895254,-0.145742635,1.82057
2018-2,110.234,3.546345469,3.9,3.833,1.736666667,0.29,2.92,2.8740625,2.765625,2.6090625,2.47703125,2.2521875,3.983940771,3.189018973,3.453972215,1.384368805,1.8565625,-0.191473559,-14.87053738,2.7752,-5.950016227,0.141110823,3.665036457,2.819414593,2.99585225,4.044866066,-0.520770694,1.1834375,1.254,0.16,1.295627122,0.336664452,1.964372878,-0.071936108,1.86183
2018-3,110.597,1.315033947,3.8,3.867,1.923333333,0.186,2.926666667,2.882222222,2.809047619,2.743492063,2.665873016,2.46015873,4.223856201,3.357540719,2.961225007,3.286431168,1.886190476,-0.166424096,-11.71898885,2.72443,-9.343717313,2.191819158,3.760330193,2.889166848,2.790961171,4.347805802,-0.513951859,1.00031746,-1.765,0.007,-1.556565192,0.175305149,3.051565192,0.40816605,1.89576
2018-4,111.175,2.08502898,3.8,3.567,2.22,0.297,3.033333333,2.966557377,2.883606557,2.844262295,2.802786885,2.668196721,2.945588979,2.26829672,1.717311318,4.019411033,2.097540984,0.140143937,-14.36059392,2.65042,-11.09943903,3.70334217,2.275934678,1.567326004,1.467666731,3.530866362,-0.763790349,0.82377049,0.348,0.106,0.195428038,-0.108996509,1.647571962,0.707572655,1.89735
2019-1,111.514,1.217842864,3.867,4.133,2.403333333,0.183,2.653333333,2.550327869,2.464918033,2.455409836,2.485081967,2.539672131,4.369803053,3.521000206,4.242307172,2.284904464,2.315409836,0.020975355,-11.24786358,2.55383,-11.87368999,2.164803386,3.37842634,2.485563821,2.663065529,4.756090876,-0.641366971,0.25163934,-1.358,-0.38,-1.470410574,0.131193465,1.955410574,0.704550072,1.89088
2019-2,112.152,2.281980204,,,2.396666667,,2.333333333,2.224920635,2.121111111,2.088253968,2.127936508,2.258888889,,,,,,,,,,,,,,,-0.327402722,,,,,,,,
2019-3,112.517,1.299690909,,,2.19,,1.796666667,1.7096875,1.62859375,1.63265625,1.6859375,1.845,,,,,,,,,,,,,,,-0.118974888,,,,,,,,
2019-4,112.978,1.635515261,,,1.643333333,,1.793333333,1.712903226,1.613387097,1.589677419,1.591129032,1.575806452,,,,,,,,,,,,,,,-0.121135813,,,,,,,,
2020-1,113.346,1.300791164,,,1.26,,1.376666667,1.278548387,1.14483871,1.093387097,1.081451613,1.067741935,,,,,,,,,,,,,,,-1.876007215,,,,,,,,
2020-2,112.859,-1.722334174,,,0.06,,0.686666667,0.542063492,0.357460317,0.240793651,0.193650794,0.174285714,,,,,,,,,,,,,,,-11.03861866,,,,,,,,
2020-3,113.888,3.630502944,,,0.093333333,,0.65,0.46234375,0.27171875,0.16453125,0.1409375,0.1346875,,,,,,,,,,,,,,,-4.705191767,,,,,,,,
2020-4,114.439,1.930568245,,,0.09,,0.863333333,0.615645161,0.369516129,0.196451613,0.149677419,0.114516129,,,,,,,,,,,,,,,-4.046639823,,,,,,,,
2021-1,115.652,4.217500858,,,0.08,,1.316666667,1.00147541,0.618032787,0.247868852,0.132131148,0.082459016,,,,,,,,,,,,,,,-2.997456284,,,,,,,,
2021-2,117.413,6.044780686,,,0.07,,1.593333333,1.27328125,0.840625,0.3540625,0.17421875,0.0596875,,,,,,,,,,,,,,,-1.848072695,,,,,,,,
2021-3,119.115,5.756711685,,,0.09,,1.323333333,1.0990625,0.7996875,0.43125,0.22578125,0.07546875,,,,,,,,,,,,,,,-1.735005413,,,,,,,,
2021-4,121.188,6.901458327,,,0.08,,1.536666667,1.414677419,1.180967742,0.818548387,0.531774194,0.200322581,,,,,,,,,,,,,,,-0.54232413,,,,,,,,
2022-1,123.615,7.93153522,,,0.12,,1.94,1.933548387,1.833870968,1.682580645,1.464516129,0.980322581,,,,,,,,,,,,,,,-1.387281966,,,,,,,,
2022-2,,,,,0.77,,2.93,2.977258065,2.95,2.889193548,2.720483871,2.204354839,,,,,,,,,,,,,,,,,,,,,,,
